"hashtag_id","hashtag_name","country","rank","video_views","publish_count","industry_value","crawl_date","crawl_time"
"52579052","uqashasenrose","Malaysia",1,115722105,857,"News & Entertainment","2025-10-29","13:02:25"
"78885966","kamaladli","Malaysia",2,83301473,580,"News & Entertainment","2025-10-29","13:02:25"
"238194","str","Malaysia",3,15562786,700,"","2025-10-29","13:02:25"
"17308","dude","Malaysia",4,11049657,1418,"","2025-10-29","13:02:25"
"1598096827565062","muruganthunai","Malaysia",5,7463161,2279,"","2025-10-29","13:02:25"
"14900973","murugan","Malaysia",6,8055580,1884,"","2025-10-29","13:02:25"
"142651","ucl","Malaysia",7,14721037,436,"Sports & Outdoor","2025-10-29","13:02:25"
"20377","arsenal","Malaysia",8,11161597,778,"Sports & Outdoor","2025-10-29","13:02:25"
"1685024295924738","တစ်ရွာသားအချစ်ကပိုပါတယ်","Malaysia",9,1138813,1173,"","2025-10-29","13:02:25"
"20919365","cerai","Malaysia",10,30436536,222,"","2025-10-29","13:02:25"
"738019","championsleague","Malaysia",11,15698946,387,"Sports & Outdoor","2025-10-29","13:02:25"
"1665168590164997","applecidergummies","Malaysia",12,6347266,887,"Sports & Outdoor","2025-10-29","13:02:25"
"1861246","22","Malaysia",13,2750842,303,"","2025-10-29","13:02:25"
"7202130792746024987","byoncombat","Malaysia",14,117619476,745,"Sports & Outdoor","2025-10-29","13:02:25"
"46988","jesussaves","Malaysia",15,517799,591,"","2025-10-29","13:02:25"
"7336777660191735810","aiteambatch2","Malaysia",16,33246661,496,"","2025-10-29","13:02:25"
"13297831","nefer","Malaysia",17,2989417,310,"Games","2025-10-29","13:02:25"
"1656218755488770","vetrivelmuruganukkuarogara","Malaysia",18,3156371,821,"","2025-10-29","13:02:25"
"22088531","muruga","Malaysia",19,3566458,501,"","2025-10-29","13:02:25"
"51292514","tabunghaji","Malaysia",20,2670977,278,"","2025-10-29","13:02:25"
"23709","farina","Malaysia",21,8106826,266,"","2025-10-29","13:02:25"
"143249","juventus","Malaysia",22,5063585,167,"Sports & Outdoor","2025-10-29","13:02:25"
"7398204959109414928","aseansummit2025","Malaysia",23,19082338,799,"","2025-10-29","13:02:25"
"1698565837521921","ikhmalnour_","Malaysia",24,18011979,426,"","2025-10-29","13:02:25"
"35863990","harisantrinasional","Malaysia",25,1257437,108,"Education","2025-10-29","13:02:25"
"463567","ilovemybestie","Malaysia",26,766272,175,"","2025-10-29","13:02:25"
"1691383042262017","ikhmalnour","Malaysia",27,10206152,260,"","2025-10-29","13:02:25"
"32250","emotion","Malaysia",28,1241203,358,"","2025-10-29","13:02:25"
"29546340","musimhujan","Malaysia",29,1687509,497,"","2025-10-29","13:02:25"
"7152040556486885381","applevinegargummies","Malaysia",30,787025,540,"Sports & Outdoor","2025-10-29","13:02:25"
"7006419891842940933","schoolair","Malaysia",31,1640551,202,"","2025-10-29","13:02:25"
"18539792","santri","Malaysia",32,5898820,127,"","2025-10-29","13:02:25"
"1595968564638726","tatamad","Malaysia",33,3041870,273,"","2025-10-29","13:02:25"
"20540","chopped","Malaysia",34,1810839,221,"","2025-10-29","13:02:25"
"16984841","esoksekolah","Malaysia",35,167771,109,"","2025-10-29","13:02:25"
"1621321275139073","fasa4","Malaysia",36,2671013,54,"","2025-10-29","13:02:25"
"41621197","anakyatim","Malaysia",37,846483,107,"","2025-10-29","13:02:25"
"1599728184155138","cukaapel","Malaysia",38,1028594,436,"Sports & Outdoor","2025-10-29","13:02:25"
"8179554","uefachampionsleague","Malaysia",39,1860251,145,"Sports & Outdoor","2025-10-29","13:02:25"
"7203930102864805914","strfasa4","Malaysia",40,2236911,79,"","2025-10-29","13:02:25"
"1621064095371269","ommuruga","Malaysia",41,1765057,383,"","2025-10-29","13:02:25"
"1640817346894854","feminineenergy","Malaysia",42,1905414,492,"","2025-10-29","13:02:25"
"1688819613940737","တရွာသားအချစ်ကပိုပါတယ်","Malaysia",43,246227,383,"","2025-10-29","13:02:25"
"1600868170567685","情侶","Malaysia",44,1173083,364,"","2025-10-29","13:02:25"
"1721","afgan","Malaysia",45,1688954,425,"","2025-10-29","13:02:25"
"20275936","ombakbesar","Malaysia",46,2357502,60,"","2025-10-29","13:02:25"
"7422699805589110801","str2025","Malaysia",47,2060864,64,"","2025-10-29","13:02:25"
"1693136626760705","ikmalnour","Malaysia",48,4183430,198,"","2025-10-29","13:02:25"
"75296811","plkn","Malaysia",49,2058425,224,"","2025-10-29","13:02:25"
"17000","pope","Malaysia",50,289828,212,"","2025-10-29","13:02:25"
"35395876","harisantri","Malaysia",51,1111799,64,"Education","2025-10-29","13:02:25"
"1075737","niche","Malaysia",52,2606826,179,"Beauty & Personal Care","2025-10-29","13:02:25"
"65316074","aseansummit","Malaysia",53,11116638,500,"","2025-10-29","13:02:25"
"119177","23","Malaysia",54,817729,375,"","2025-10-29","13:02:25"
"7189109770094608410","sumbangantunairahmah","Malaysia",55,3019343,49,"","2025-10-29","13:02:25"
"7215935467458412571","byoncombatshowbiz","Malaysia",56,39794584,205,"Sports & Outdoor","2025-10-29","13:02:25"
"63940027","tanyasamapokok","Malaysia",57,923500,200,"","2025-10-29","13:02:25"
"7320151009844527106","harszan","Malaysia",58,17033517,163,"","2025-10-29","13:02:25"
"1706204672291842","আমাকে_সাপোর্ট_করো_আমিও_করব💯✅💞🥀","Malaysia",59,262222,148,"","2025-10-29","13:02:25"
"1621529995127814","muscat_oman🇴🇲","Malaysia",60,894610,50,"","2025-10-29","13:02:25"
"1683430018260993","sasthiviratham","Malaysia",61,687311,231,"","2025-10-29","13:02:25"
"1669648971185154","လွှမ်းပိုင်","Malaysia",62,1686138,92,"","2025-10-29","13:02:25"
"32914308","p3k","Malaysia",63,10728794,70,"","2025-10-29","13:02:25"
"1614251417460738","airpasangbesar","Malaysia",64,2365576,42,"News & Entertainment","2025-10-29","13:02:25"
"1681173486622721","uqashakamaladli","Malaysia",65,6084385,86,"News & Entertainment","2025-10-29","13:02:25"
"7570637","atleticodemadrid","Malaysia",66,2011283,50,"Sports & Outdoor","2025-10-29","13:02:25"
"1627826089142274","kumbangbunga","Malaysia",67,1410219,119,"News & Entertainment","2025-10-29","13:02:25"
"9668151","batch2","Malaysia",68,5368386,172,"","2025-10-29","13:02:25"
"1605901267243014","omsaravanabava","Malaysia",69,996103,441,"","2025-10-29","13:02:25"
"1667965516697606","rerir","Malaysia",70,2035687,133,"Games","2025-10-29","13:02:25"
"1613760341226498","九皇爷","Malaysia",71,776543,292,"","2025-10-29","13:02:25"
"1689591579731969","masjidrusila","Malaysia",72,12234407,98,"","2025-10-29","13:02:25"
"310461","louvre","Malaysia",73,14157654,43,"Travel","2025-10-29","13:02:25"
"7462711447957864453","22102025","Malaysia",74,63371,109,"","2025-10-29","13:02:25"
"30397879","ma63","Malaysia",75,1839580,135,"","2025-10-29","13:02:25"
"274468","didi","Malaysia",76,1306710,116,"","2025-10-29","13:02:25"
"7178392239088467994","semuaorangツ","Malaysia",77,908777,321,"","2025-10-29","13:02:25"
"13582181","sejiwa","Malaysia",78,723081,109,"","2025-10-29","13:02:25"
"7236881152249135110","furinagenshinimpact","Malaysia",79,604473,109,"Games","2025-10-29","13:02:25"
"7252186334792843269","byon6","Malaysia",80,19737301,202,"Sports & Outdoor","2025-10-29","13:02:25"
"1664685592262657","reviewbarang","Malaysia",81,1336018,149,"Tech & Electronics","2025-10-29","13:02:25"
"1690080584787970","ommuruganthunai🙏🦚","Malaysia",82,604243,348,"","2025-10-29","13:02:25"
"7234796680472690694","haji2026","Malaysia",83,1706798,187,"","2025-10-29","13:02:25"
"11596","raining","Malaysia",84,424165,170,"","2025-10-29","13:02:25"
"1655567227134982","heroes4hope","Malaysia",85,182997,82,"","2025-10-29","13:02:25"
"1614087276293121","joyuri","Malaysia",86,1657462,94,"Games","2025-10-29","13:02:25"
"7325714581911764993","tawaranharigaji","Malaysia",87,35245996,529,"Apparel & Accessories","2025-10-29","13:02:25"
"7330247565399490566","lelakitidakbercerita","Malaysia",88,1175989,246,"","2025-10-29","13:02:25"
"513582","arsenalfc","Malaysia",89,1110996,128,"Sports & Outdoor","2025-10-29","13:02:25"
"4243133","bellingham","Malaysia",90,2379222,143,"Sports & Outdoor","2025-10-29","13:02:25"
"1689536822662146","whitelilycookie","Malaysia",91,842730,80,"Games","2025-10-29","13:02:25"
"1696296970420242","mplphilippines","Malaysia",92,12618264,205,"Games","2025-10-29","13:02:25"
"1684044878644225","kurungchiffon","Malaysia",93,391103,149,"Apparel & Accessories","2025-10-29","13:02:25"
"25846367","40kfollowers","Malaysia",94,4217808,49,"","2025-10-29","13:02:25"
"7057040","vel","Malaysia",95,928786,285,"","2025-10-29","13:02:25"
"1616737615602694","sashtiviratham","Malaysia",96,643711,164,"","2025-10-29","13:02:25"
"93590","takemeback","Malaysia",97,2413397,35,"Travel","2025-10-29","13:02:25"
"7105980914798166043","kuijsi","Malaysia",98,240601,92,"Education","2025-10-29","13:02:25"
"9232849","neelofa","Malaysia",99,1880475,121,"Apparel & Accessories","2025-10-29","13:02:25"
"7170588213710028826","lovefoodfest","Malaysia",100,4408597,163,"Food & Beverage","2025-10-29","13:02:25"
